"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime","param"
"29","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.01301798","Sample-Routine","Water","Surface Water",2013-06-12,"11:15:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07263620","A-1680054 TPCN  mL Filtered L-1680054 Received June 14, 2013",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-2 Bag Sampler",NA,"Nitrogen","Suspended","0.233","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2013-09-03,NA,"Long Term Method Detection Level",0.017,"mg/l",NA,"NWIS",2013-06-12 16:15:00,NA,"Nitrogen Suspended mg/l"
"30","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.00901649","Sample-Routine","Water","Surface Water",2009-05-26,"11:15:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-07263620","A-1480105 TPCN 30mL Filtered",NA,"Stable, high stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-2 Bag Sampler",NA,"Nitrogen","Suspended","0.171","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2009-06-09,NA,"Laboratory Reporting Level",0.02,"mg/l",NA,"NWIS",2009-05-26 16:15:00,NA,"Nitrogen Suspended mg/l"
"31","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.01800901","Sample-Routine","Water","Surface Water",2018-04-10,"11:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07263620","MM-55806G",NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample",NA,"Nitrogen","Suspended","0.113","mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2018-05-18,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2018-04-10 16:00:00,NA,"Nitrogen Suspended mg/l"
"32","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.00501017","Sample-Routine","Water","Surface Water",2005-05-10,"10:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-District Water-Quality Lab, Little Rock, Arkansas","USGS-07263620","A-1310129 TPCN = 100 mL / CHY = 100 mL",NA,"Not determined","Routine sample","40","USGS parameter code 82398","Multiple verticals","Grab sample",NA,"Nitrogen","Suspended","0.120","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2005-05-19,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2005-05-10 15:30:00,NA,"Nitrogen Suspended mg/l"
"33","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.00101854","Quality Control Sample-Field Replicate","Water","Surface Water",2001-09-13,"10:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-District Water-Quality Lab, Little Rock, Arkansas","USGS-07263620",NA,NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Other",NA,"Nitrogen","Suspended","0.361","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",2001-09-13 15:30:00,NA,"Nitrogen Suspended mg/l"
"34","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.01401870","Sample-Routine","Water","Surface Water",2014-06-12,"11:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07263620","A-1700186 TPCN 30 mL filtered L-1700186 Received June 17, 2014..  ASR date changed from 20140614 to 20140612 per Lasker, paa, 6/24/14",NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample",NA,"Nitrogen","Suspended","0.119","mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-09-05,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2014-06-12 16:30:00,NA,"Nitrogen Suspended mg/l"
"35","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.00202174","Quality Control Sample-Field Replicate","Water","Surface Water",2002-07-17,"09:10:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-District Water-Quality Lab, Little Rock, Arkansas","USGS-07263620","A-1990207 50ml filtered for doc (3)   50ml filtered for chy (1) | L-1990207 TPCN and UAS btl types added, paa, 7/18/02",NA,"Not determined","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended","0.351","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2002-07-31,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2002-07-17 14:10:00,NA,"Nitrogen Suspended mg/l"
"36","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.01700788","Sample-Routine","Water","Surface Water",2017-04-25,"13:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07263620",NA,NA,"Stable, high stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler",NA,"Nitrogen","Suspended","0.287","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2017-05-18,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2017-04-25 18:00:00,NA,"Nitrogen Suspended mg/l"
"37","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.00701415","Quality Control Sample-Field Replicate","Water","Surface Water",2007-05-24,"09:10:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-07263620","tech sample;btl.wet on arrival;no waterline marked",NA,"Not determined","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler",NA,"Nitrogen","Suspended","0.144","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2007-06-26,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2007-05-24 14:10:00,NA,"Nitrogen Suspended mg/l"
"38","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.00401772","Sample-Routine","Water","Surface Water",2004-06-23,"09:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-District Water-Quality Lab, Little Rock, Arkansas","USGS-07263620",NA,NA,"Not determined","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended","0.118","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2004-07-14,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2004-06-23 14:00:00,NA,"Nitrogen Suspended mg/l"
"39","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.00501679","Quality Control Sample-Field Replicate","Water","Surface Water",2005-08-23,"09:15:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS-District Water-Quality Lab, Little Rock, Arkansas","USGS-07263620","A-2370071 CHY  - Filtered =  100mL L-2370071 X = No CHY received     Time taken from sample",NA,"Not determined","Routine sample","40","USGS parameter code 82398","Multiple verticals","Grab sample",NA,"Nitrogen","Suspended","0.218","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2005-10-04,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2005-08-23 14:15:00,NA,"Nitrogen Suspended mg/l"
"40","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.01201462","Sample-Routine","Water","Surface Water",2012-04-10,"10:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07263620","A-1030054 TPCN 30mL Filtered",NA,"Not determined","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample",NA,"Nitrogen","Suspended","0.299","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2012-05-04,NA,"Long Term Method Detection Level",0.017,"mg/l",NA,"NWIS",2012-04-10 15:30:00,NA,"Nitrogen Suspended mg/l"
"41","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.01700787","Sample-Routine","Water","Surface Water",2017-04-19,"09:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07263620",NA,NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample",NA,"Nitrogen","Suspended","0.319","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2017-05-11,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2017-04-19 14:30:00,NA,"Nitrogen Suspended mg/l"
"42","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.01901555","Sample-Routine","Water","Surface Water",2019-07-18,"11:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-07263620","Bottle 3 broken/spilled in shipment.",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-99 Bag Sampler",NA,"Nitrogen","Suspended","0.180","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2019-08-27,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2019-07-18 16:00:00,NA,"Nitrogen Suspended mg/l"
"43","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.01900837","Sample-Routine","Water","Surface Water",2019-03-27,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-07263620","L-0920050 Improper sample container. DIC in 250mL amber bottle.  Added LC2616 and 2617. 4/2/2019 mec  Updated contract name to '19. 4/2/2019 mec",NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample",NA,"Nitrogen","Suspended","0.174","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2019-05-01,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2019-03-27 15:00:00,NA,"Nitrogen Suspended mg/l"
"44","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.01501765","Sample-Routine","Water","Surface Water",2015-06-11,"09:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07263620","A-1630038 TPCN 20mL filtered",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-2 Bag Sampler",NA,"Nitrogen","Suspended","0.290","mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2015-06-29,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2015-06-11 14:30:00,NA,"Nitrogen Suspended mg/l"
"45","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.01100001","Sample-Routine","Water","Surface Water",2010-10-12,"09:10:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-District Water-Quality Lab, Little Rock, Arkansas","USGS-07263620","A-2870033 TPCN 35mL Filtered L-2870033 LC8087 corrected to LC8097 per btls actually received, paa, 10/19/10",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Grab sample",NA,"Nitrogen","Suspended","0.243","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2010-12-03,NA,"Long Term Method Detection Level",0.017,"mg/l",NA,"NWIS",2010-10-12 14:10:00,NA,"Nitrogen Suspended mg/l"
"46","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.00702120","Sample-Routine","Water","Surface Water",2007-07-19,"12:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-07263620","A-2050126 TPCN 25 mL Filtered L-2050126 X= Date on samples = 07-19-07, all else matches.  Change date from 7/20/2007, hydro condition from 9 per wsc (Jane't) 10/4/07, dm.",NA,"Not determined","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler",NA,"Nitrogen","Suspended","0.187","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2007-08-24,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2007-07-19 17:00:00,NA,"Nitrogen Suspended mg/l"
"47","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.01002001","Sample-Routine","Water","Surface Water",2010-06-08,"10:40:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-District Water-Quality Lab, Little Rock, Arkansas","USGS-07263620","A-1600136 TPCN 30mL filtered  Also a DIC bottle",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US D-95 Teflon bottle",NA,"Nitrogen","Suspended","0.154","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2010-07-20,NA,"Laboratory Reporting Level",0.034,"mg/l",NA,"NWIS",2010-06-08 15:40:00,NA,"Nitrogen Suspended mg/l"
"48","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.00100821","Quality Control Sample-Field Replicate","Water","Surface Water",2001-07-25,"08:05:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-District Water-Quality Lab, Little Rock, Arkansas","USGS-07263620","recvd warm 24, changed SUSO bottle t",NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Other",NA,"Nitrogen","Suspended","0.175","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",2001-07-25 13:05:00,NA,"Nitrogen Suspended mg/l"
"49","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.01701538","Sample-Routine","Water","Surface Water",2017-07-18,"11:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07263620","L-2060155 X=lid on PEST completely off don't know if sample is contaminated",NA,"Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown",NA,"Nitrogen","Suspended","0.175","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2017-08-16,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2017-07-18 16:00:00,NA,"Nitrogen Suspended mg/l"
"50","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.01901857","Sample-Routine","Water","Surface Water",2019-08-14,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-07263620",NA,NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample",NA,"Nitrogen","Suspended","0.196","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2019-09-24,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2019-08-14 15:00:00,NA,"Nitrogen Suspended mg/l"
"51","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.01801256","Sample-Routine","Water","Surface Water",2018-06-06,"11:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07263620",NA,NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample",NA,"Nitrogen","Suspended","0.094","mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2018-07-13,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2018-06-06 16:00:00,NA,"Nitrogen Suspended mg/l"
"52","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.00100774","Sample-Routine","Water","Surface Water",2001-06-11,"09:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-District Water-Quality Lab, Little Rock, Arkansas","USGS-07263620",NA,NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","US D-96 bag sampler",NA,"Nitrogen","Suspended","0.090","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,NA,NA,NA,NA,NA,NA,"NWIS",2001-06-11 14:30:00,NA,"Nitrogen Suspended mg/l"
"53","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.00500899","Sample-Routine","Water","Surface Water",2005-04-05,"08:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-District Water-Quality Lab, Little Rock, Arkansas","USGS-07263620","A-0960051 CHY______mL Filtered    TPCN_____mL Filtered",NA,"Not determined","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended","0.166","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2005-04-27,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2005-04-05 13:30:00,NA,"Nitrogen Suspended mg/l"
"54","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.00501211","Sample-Routine","Water","Surface Water",2005-06-28,"07:45:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-District Water-Quality Lab, Little Rock, Arkansas","USGS-07263620","A-1810090 CHY 100 mL Filtered      TPCN 100 mL Filtered",NA,"Not determined","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-96 bag sampler",NA,"Nitrogen","Suspended","0.105","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2005-07-27,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2005-06-28 12:45:00,NA,"Nitrogen Suspended mg/l"
"55","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.01501200","Sample-Routine","Water","Surface Water",2015-04-28,"12:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-07263620","A-1200066 TPCN 30mL filtered",NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample",NA,"Nitrogen","Suspended","0.098","mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2015-05-18,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2015-04-28 17:30:00,NA,"Nitrogen Suspended mg/l"
"56","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.00800008","Sample-Routine","Water","Surface Water",2007-10-18,"11:15:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-07263620","A-2920177 TPCN 100 mL Filtered  50 ml filtered L-2920177 X= GCC lacking date & time, all else matches  X = Time on sample = 1115, all else matches..  ASR time changed to match smpl per jan, paa, 11/20/07",NA,"Not determined","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended","0.076","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2008-01-04,NA,"Laboratory Reporting Level",0.04,"mg/l",NA,"NWIS",2007-10-18 16:15:00,NA,"Nitrogen Suspended mg/l"
"57","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.01900824","Sample-Routine","Water","Surface Water",2019-03-19,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-07263620","L-0800100 X = Improper Sample Container. DIC in 250 ml amber bottle.  Updated proposal number from CL18NAWAR. 3/22/2019 mec   Added LC2616 and 2617 per Lasker. 4/1/2019 mec",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US D-96 bag sampler",NA,"Nitrogen","Suspended","0.239","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2019-04-17,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2019-03-19 15:00:00,NA,"Nitrogen Suspended mg/l"
"58","USGS-AR","USGS Arkansas Water Science Center","nwisar.01.01002729","Sample-Routine","Water","Surface Water",2010-08-11,"08:40:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-District Water-Quality Lab, Little Rock, Arkansas","USGS-07263620","A-2240083 TPCN 30mL Filtered   Also a DIC bottle",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-95 plastic bottle",NA,"Nitrogen","Suspended","0.079","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2010-09-21,NA,"Laboratory Reporting Level",0.034,"mg/l",NA,"NWIS",2010-08-11 13:40:00,NA,"Nitrogen Suspended mg/l"
